batch_id,index_name,batch_size,qid,nthreads,curr_nlist,nlist,niter,seed,nprobe,cummulative_time_ms_mean,total_ms_mean,overhead_ms_mean,search_time_ms_mean,crack_time_ms_mean,refine_time_ms_mean,get_local_region_time_ms_mean,reorg_time_ms_mean,inner_point_assignments_ms_mean,update_invlists_ms_mean,metadata_tracking_time_mean,nruns,recall_1_perQ,recall_10_perQ,recall_100_perQ
13,CrackIVF,16,192,16,100,100,10,42,99999,498.2078179891687,13.983986980747432,3.743376990314573,10.240609990432858,0.0,0.000200001522898674,0.0,0.0,0.0,0.0,3.7401369772851467,1,0.9375,0.93125,0.89625
14,CrackIVF,16,208,16,100,100,10,42,99999,510.3291659906972,12.121348001528531,3.6491960054263473,8.472151996102184,0.0,0.0002100132405757904,0.0,0.0,0.0,0.0,3.6457160022109747,1,0.875,0.89375,0.848125
15,CrackIVF,16,224,16,100,100,10,42,99999,521.954484982416,11.625318991718814,3.5653469967655838,8.05997199495323,0.0,0.0002500019036233425,0.0,0.0,0.0,0.0,3.562207013601437,1,0.9375,0.90625,0.883125
16,CrackIVF,16,240,16,100,100,10,42,99999,534.8770619893912,12.922577006975189,4.732895002234727,8.189682004740462,0.0,0.00038999132812023163,0.0,0.0,0.0,0.0,4.696425021393225,1,0.8125,0.89375,0.88625
17,CrackIVF,16,256,16,100,100,10,42,99999,546.7558510135859,11.878789024194703,3.2574970100540668,8.621292014140636,0.0,0.0003700261004269123,0.0,0.0,0.0,0.0,3.2524470007047057,1,1.0,0.94375,0.906875
18,CrackIVF,16,272,16,100,100,10,42,99999,558.8577479938976,12.101896980311722,3.3082159934565425,8.793680986855179,0.0,0.0003700261004269123,0.0,0.0,0.0,0.0,3.301875985926017,1,1.0,0.95,0.91875
19,CrackIVF,16,288,16,100,100,10,42,99999,569.9282170098741,11.070469015976414,3.275237017078325,7.795231998898089,0.0,0.0003499735612422228,0.0,0.0,0.0,0.0,3.2702870084904134,1,0.875,0.825,0.796875
20,CrackIVF,16,304,16,100,100,10,42,99999,583.8928640296217,13.964647019747645,3.6130070220679045,10.35163999767974,0.0,0.00038000871427357197,0.0,0.0,0.0,0.0,3.6095169780310243,1,0.9375,0.95625,0.93125
21,CrackIVF,16,320,16,100,100,10,42,99999,597.0941110281274,13.201246998505667,3.3150170056615025,9.886229992844164,0.0,0.000600004568696022,0.0,0.0,0.0,0.0,3.3109270152635872,1,1.0,0.90625,0.894375
22,CrackIVF,16,336,16,100,100,10,42,99999,610.6101980258245,13.51608699769713,3.202156978659332,10.313930019037798,0.0,0.0003699969965964556,0.0,0.0,0.0,0.0,3.1982469954527915,1,0.9375,0.91875,0.87125
23,CrackIVF,16,352,16,100,100,10,42,99999,622.8294260217808,12.219227995956317,3.2281669846270233,8.991061011329293,0.0,0.0003699969965964556,0.0,0.0,0.0,0.0,3.224875981686637,1,0.9375,0.90625,0.878125
24,CrackIVF,16,368,16,100,100,10,42,99999,634.8499940359034,12.020568014122546,3.2177369866985828,8.802831027423963,0.0,0.0003699969965964556,0.0,0.0,0.0,0.0,3.2146970042958856,1,0.9375,0.90625,0.815625
25,CrackIVF,16,384,16,100,100,10,42,99999,647.7297220262699,12.879727990366518,3.227367007639259,9.65236098272726,0.0,0.0001709850039333105,0.0,0.0,0.0,0.0,3.224226995371282,1,0.9375,0.95,0.895625
26,CrackIVF,16,400,16,100,100,10,42,99999,660.4875690536574,12.75784702738747,3.1541360076516867,9.603711019735783,0.0,0.00014997203834354877,0.0,0.0,0.0,0.0,3.151525976136327,1,1.0,0.925,0.87875
27,CrackIVF,16,416,16,100,100,10,42,99999,672.9656470415648,12.478077987907454,3.40206699911505,9.076010988792405,0.0,0.00015998375602066517,0.0,0.0,0.0,0.0,3.3984270121436566,1,1.0,0.925,0.88625
28,CrackIVF,16,432,16,100,100,10,42,99999,684.8098450282123,11.844197986647487,3.233755996916443,8.610441989731044,0.0,0.0001500011421740055,0.0,0.0,0.0,0.0,3.230086003895849,1,1.0,0.94375,0.88875
29,CrackIVF,16,448,16,100,100,10,42,99999,699.2601310194004,14.450285991188139,3.1644080008845776,11.285877990303561,0.0,0.00014901161193847656,0.0,0.0,0.0,0.0,3.1600270012859255,1,0.875,0.8375,0.801875
30,CrackIVF,16,464,16,100,100,10,42,99999,713.5033770173322,14.243245997931808,4.619285988155752,9.623960009776056,0.0,0.0007700000423938036,0.0,0.0,0.0,0.0,4.61166599416174,1,0.875,0.89375,0.83875
31,CrackIVF,16,480,16,100,100,10,42,99999,727.983363030944,14.479986013611779,5.371723993448541,9.108262020163238,0.0,0.0003399909473955631,0.0,0.0,0.0,0.0,5.365055025322363,1,0.75,0.8125,0.808125
32,CrackIVF,16,496,16,100,100,10,42,99999,741.1377790267579,13.154415995813906,3.1541960197500885,10.000219976063818,0.0,0.00020899460650980473,0.0,0.0,0.0,0.0,3.1508370011579245,1,0.875,0.875,0.845
33,CrackIVF,16,512,16,100,100,10,42,99999,754.7771160316188,13.639337004860863,3.5325069911777973,10.106830013683066,0.0,0.0003499735612422228,0.0,0.0,0.0,0.0,3.5292470129206777,1,1.0,0.9375,0.90125
